New PAW TMT results file!
Program "PAW_quantitative_report.py" run on Sun Oct 15 16:01:44 2017
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_PAMI_GMCSF_A_TMT_20161027	Total_PAMI_GMCSF_B_TMT_20161028	Total_PAMI_GMCSF_C_TMT_20161031	Total_PAMI_GMCSF_D_TMT_20161101	Unique_PAMI_GMCSF_A_TMT_20161027	Unique_PAMI_GMCSF_B_TMT_20161028	Unique_PAMI_GMCSF_C_TMT_20161031	Unique_PAMI_GMCSF_D_TMT_20161101	Corrected_PAMI_GMCSF_A_TMT_20161027	Corrected_PAMI_GMCSF_B_TMT_20161028	Corrected_PAMI_GMCSF_C_TMT_20161031	Corrected_PAMI_GMCSF_D_TMT_20161101	PSMs_Used_PAMI_GMCSF_A_TMT_20161027	TotInt_126C_PAMI_GMCSF_A_TMT_20161027	TotInt_127N_PAMI_GMCSF_A_TMT_20161027	TotInt_127C_PAMI_GMCSF_A_TMT_20161027	TotInt_128N_PAMI_GMCSF_A_TMT_20161027	TotInt_128C_PAMI_GMCSF_A_TMT_20161027	TotInt_129N_PAMI_GMCSF_A_TMT_20161027	TotInt_129C_PAMI_GMCSF_A_TMT_20161027	TotInt_130N_PAMI_GMCSF_A_TMT_20161027	TotInt_130C_PAMI_GMCSF_A_TMT_20161027	TotInt_131N_PAMI_GMCSF_A_TMT_20161027	PSMs_Used_PAMI_GMCSF_B_TMT_20161028	TotInt_126C_PAMI_GMCSF_B_TMT_20161028	TotInt_127N_PAMI_GMCSF_B_TMT_20161028	TotInt_127C_PAMI_GMCSF_B_TMT_20161028	TotInt_128N_PAMI_GMCSF_B_TMT_20161028	TotInt_128C_PAMI_GMCSF_B_TMT_20161028	TotInt_129N_PAMI_GMCSF_B_TMT_20161028	TotInt_129C_PAMI_GMCSF_B_TMT_20161028	TotInt_130N_PAMI_GMCSF_B_TMT_20161028	TotInt_130C_PAMI_GMCSF_B_TMT_20161028	TotInt_131N_PAMI_GMCSF_B_TMT_20161028	PSMs_Used_PAMI_GMCSF_C_TMT_20161031	TotInt_126C_PAMI_GMCSF_C_TMT_20161031	TotInt_127N_PAMI_GMCSF_C_TMT_20161031	TotInt_127C_PAMI_GMCSF_C_TMT_20161031	TotInt_128N_PAMI_GMCSF_C_TMT_20161031	TotInt_128C_PAMI_GMCSF_C_TMT_20161031	TotInt_129N_PAMI_GMCSF_C_TMT_20161031	TotInt_129C_PAMI_GMCSF_C_TMT_20161031	TotInt_130N_PAMI_GMCSF_C_TMT_20161031	TotInt_130C_PAMI_GMCSF_C_TMT_20161031	TotInt_131N_PAMI_GMCSF_C_TMT_20161031	PSMs_Used_PAMI_GMCSF_D_TMT_20161101	TotInt_126C_PAMI_GMCSF_D_TMT_20161101	TotInt_127N_PAMI_GMCSF_D_TMT_20161101	TotInt_127C_PAMI_GMCSF_D_TMT_20161101	TotInt_128N_PAMI_GMCSF_D_TMT_20161101	TotInt_128C_PAMI_GMCSF_D_TMT_20161101	TotInt_129N_PAMI_GMCSF_D_TMT_20161101	TotInt_129C_PAMI_GMCSF_D_TMT_20161101	TotInt_130N_PAMI_GMCSF_D_TMT_20161101	TotInt_130C_PAMI_GMCSF_D_TMT_20161101	TotInt_131N_PAMI_GMCSF_D_TMT_20161101
3453	1	sp|Q99LN9|DOHH_MOUSE	 	 	 	 	21.9	302	32905	Deoxyhypusine hydroxylase OS=Mus musculus GN=Dohh PE=1 SV=2	15	15	1.000	5	4	4	2	5	4	4	2	5.000	4.000	4.000	2.000	5	66250.597778	23226.566284	62310.274902	56969.05188	83745.113587	65438.822509	77932.014435	63746.667481	66727.951965	42800.328674	4	55272.766296	46452.003906	54896.084351	48603.870605	44425.997315	52642.666504	59413.819213	50704.214172	52795.798737	61315.666016	4	59686.633667	49700.698425	53636.894959	55892.375977	52713.345215	56380.42987	52379.088501	51215.628845	49257.262084	53509.76178	2	1805.494019	2004.498047	1448.992554	1567.053711	1291.449951	1998.869019	50.0	1283.098877	808.518799	2124.439697
3454	1	sp|Q99LP6|GRPE1_MOUSE	 	 	 	 	50.2	217	24307	GrpE protein homolog 1, mitochondrial OS=Mus musculus GN=Grpel1 PE=1 SV=1	34	34	1.000	9	8	9	8	9	8	9	8	9.000	8.000	9.000	8.000	9	430814.519043	309625.458008	346279.463868	340385.235839	344991.744629	311825.691895	288564.106445	313615.759277	319009.435057	172325.900635	8	704441.975586	579649.887207	647515.925782	492809.125977	541363.830079	659364.271483	681354.902343	781655.72754	718777.466799	546989.384278	9	475228.399902	337574.888671	433511.555177	560148.591553	459881.139648	495189.594727	400828.118164	304489.072754	424351.987305	470210.674317	8	605810.588622	353948.363039	345957.644775	418828.786132	398160.743409	425312.784179	345871.944703	509784.799438	400157.570435	315218.718262
3455	1	sp|Q99LR1|ABD12_MOUSE	 	 	 	 	18.3	398	45269	Monoacylglycerol lipase ABHD12 OS=Mus musculus GN=Abhd12 PE=1 SV=2	20	20	1.000	3	6	5	6	3	6	5	6	3.000	6.000	5.000	6.000	3	96622.371093	45546.100586	62519.294922	68846.613281	105409.367188	83231.763672	70185.890625	82756.919922	54590.940429	55807.54004	6	98886.274413	68149.391113	90686.995605	63968.353028	74720.648926	71212.839356	99924.98584	117327.332031	93547.107421	101625.464843	5	105318.937499	76015.652832	117580.648439	119610.44043	157501.544922	77006.792969	85610.061523	88959.601563	95686.155274	125120.421876	6	140631.291992	92234.858398	79107.485352	116343.518554	117540.746095	134603.929687	98139.21289	179598.545898	92577.619141	101242.842773
3456	1	sp|Q99LS3|SERB_MOUSE	 	 	 	 	32.4	225	25096	Phosphoserine phosphatase OS=Mus musculus GN=Psph PE=1 SV=1	18	18	1.000	3	7	4	4	3	7	4	4	3.000	7.000	4.000	4.000	3	41125.134277	46244.975098	46241.699707	37542.927246	34690.461914	43066.974121	35099.540527	44545.296387	44670.345703	30257.87207	7	66696.15979	24592.274475	48175.250366	36898.712035	38186.254151	39447.340211	48438.8844	121566.461182	29426.289306	50775.350221	4	52282.305542	44877.371826	97759.493163	35145.532836	45869.826661	39518.857849	34956.841552	28108.12796	51760.351807	26036.551026	4	18893.452515	21866.746399	21897.536011	30330.168945	32611.335327	11158.209595	19718.088745	24342.457885	16823.199096	23264.895448
3457	1	sp|Q99LU0|CH1B1_MOUSE (+1)	sp|Q99LU0|CH1B1_MOUSE&sp|Q9CQD4|CH1B2_MOUSE	 	 	 	11.6	199	22124	Charged multivesicular body protein 1b-1 OS=Mus musculus GN=Chmp1b1 PE=1 SV=1	8	8	1.000	4	2	1	1	4	2	1	1	4.000	2.000	1.000	1.000	4	286124.472656	242105.164064	291988.382813	177324.662111	168289.171875	200556.390626	194959.427734	202871.835937	181513.947266	226313.308594	2	113644.621093	83959.115234	129352.273437	97472.300781	108117.148438	107413.914062	63305.964844	106133.832032	132900.511718	124653.542969	1	98150.421875	69128.429688	128590.921875	89290.117188	114148.992188	88486.132812	67907.4375	97262.6875	96704.203125	135881.203125	1	86058.460938	58180.0	46520.628906	70532.585938	53447.761719	97648.492188	54017.207031	86318.125	52972.523438	64415.742188
3458	1	sp|Q99LX0|PARK7_MOUSE	 	 	 	 	67.2	189	20021	Protein deglycase DJ-1 OS=Mus musculus GN=Park7 PE=1 SV=1	148	148	1.000	40	30	40	38	40	30	40	38	40.000	30.000	40.000	38.000	40	4177478.34198	4070709.21283	4768652.34509	3561643.53796	3404628.76935	3546400.05603	3006500.37109	3588623.29859	3704218.34314	3409806.20959	30	3040997.19605	1986357.71198	2543191.02124	2143945.21005	2128916.96814	2092898.58966	2575747.06177	2107407.55969	2240275.62396	2590977.39905	40	2913308.16034	2596172.33777	2631775.03772	2375573.05237	2193370.99579	2266495.02747	2382014.69263	2428979.60974	2574825.24475	2264829.6926	38	2557553.25812	1980244.02374	1955886.85632	1989859.49011	1984313.17786	2218314.50781	1915814.30963	2050086.14905	1844629.82605	2607577.0697
3459	1	sp|Q99LY9|NDUS5_MOUSE	 	 	 	 	30.2	106	12648	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 OS=Mus musculus GN=Ndufs5 PE=1 SV=3	10	10	1.000	2	3	3	2	2	3	3	2	2.000	3.000	3.000	2.000	2	38328.600342	83073.473877	47336.528809	47252.09253	48824.422119	59540.25415	64981.719238	56700.807861	84594.840821	19794.510986	3	123402.823241	83001.527832	96588.314942	138892.345703	82243.94873	100251.817383	73777.257812	153449.017578	51186.883057	96543.313965	3	156602.551758	180108.272461	167160.5625	109882.079101	123430.033692	157300.505371	115786.363282	54108.583496	145666.541016	119831.106935	2	97057.726562	100903.163574	160055.509766	103851.214844	113670.945313	98063.71167	99704.759766	114289.759278	125377.715332	81934.787598
3460	1	sp|Q99M01|SYFM_MOUSE	 	 	 	 	12.2	451	52336	Phenylalanine--tRNA ligase, mitochondrial OS=Mus musculus GN=Fars2 PE=1 SV=1	9	9	1.000	3	1	2	3	3	1	2	3	3.000	1.000	2.000	3.000	3	130308.75653	134122.357422	85460.940795	103862.606202	120506.010071	99044.413818	111128.536957	104809.821411	110185.968994	80018.14624	1	66382.296875	65663.796875	62051.386719	55220.558594	53520.675781	73949.34375	65407.234375	56036.1875	64692.65625	53768.574219	2	122201.347657	123432.611817	74864.373535	87388.162598	97169.70459	126137.212402	124360.697754	56871.299926	106069.980469	89948.505249	3	154608.535827	89752.007324	88994.334167	72837.363526	100927.224609	128861.756042	87575.34729	71415.109435	115058.168701	76733.162232
3461	1	sp|Q99M04|LIAS_MOUSE	 	 	 	 	17.4	373	41879	Lipoyl synthase, mitochondrial OS=Mus musculus GN=Lias PE=1 SV=1	9	9	1.000	3	0	3	3	3	0	3	3	3.000	0.000	3.000	3.000	3	15576.571777	15338.520264	17243.028321	13195.012452	13689.190918	14388.438233	13560.256347	12825.5	13178.375732	8739.298951	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	11626.997925	9799.403686	9256.050781	12734.484497	12882.391724	15588.111328	10909.529419	9080.492188	11514.250244	13004.790161	3	41279.990722	29105.006347	31058.160644	30313.810059	30777.95166	36390.078369	27735.393799	38714.060791	37741.684082	31053.031249
3462	1	sp|Q99M15|PPIP2_MOUSE	 	 	 	 	6.9	334	38948	Proline-serine-threonine phosphatase-interacting protein 2 OS=Mus musculus GN=Pstpip2 PE=1 SV=4	11	11	1.000	3	2	3	3	3	2	3	3	3.000	2.000	3.000	3.000	3	1974.524536	7807.151367	3023.281982	1647.981995	2974.219483	3528.505127	4519.53894	3485.110412	3473.132447	8385.959473	2	4549.52185	11990.393554	6807.898193	10399.595215	6750.786865	8615.904297	12581.887207	3575.978027	4278.819946	9197.429687	3	61242.00586	70937.689453	47391.269043	34349.611572	55140.161133	50190.3125	48177.366211	41636.638672	51342.088379	50504.149414	3	12133.534545	16210.39331	23105.938965	17612.628906	20169.268066	13891.104614	18165.141358	23385.988281	26119.299805	20791.571289
3463	1	sp|Q99M31|HSP7E_MOUSE	 	 	 	 	12.0	509	54650	Heat shock 70 kDa protein 14 OS=Mus musculus GN=Hspa14 PE=1 SV=2	9	9	1.000	1	2	3	3	1	2	3	3	1.000	2.000	3.000	3.000	1	5303.469238	4089.331299	6025.77002	5185.943359	3933.844971	5415.436035	5937.098145	4452.902832	4251.988281	3591.341309	2	6809.141358	5467.853027	6633.214844	7765.206787	4098.110474	5941.723145	7167.962158	6337.389404	7599.425537	8219.690673	3	43056.618165	38866.708985	41014.870606	33751.236328	49474.740723	36241.78711	31549.189942	24335.116211	35682.314453	46372.905762	3	14195.853637	12323.808594	12653.089722	13969.879395	11919.983031	13970.534362	12489.057984	18710.44458	12512.766236	14176.327026
3464	1	sp|Q99M51|NCK1_MOUSE	 	 	sp|O55033|NCK2_MOUSE, sp|Q99M51|NCK1_MOUSE	 	31.6	377	42890	Cytoplasmic protein NCK1 OS=Mus musculus GN=Nck1 PE=1 SV=1	31	25	0.806	7	5	9	10	6	4	7	8	6.750	4.800	9.000	10.000	6	266510.134033	157370.612061	255526.239991	246826.963867	221573.289794	201925.45337	180399.171875	191333.627198	164231.588502	208589.285157	4	159469.948242	130471.686524	164538.446289	122283.413085	141427.792969	141564.581543	105802.804931	119494.210937	166026.069336	137841.217285	7	302444.854003	212840.81543	252294.285156	299417.145995	277925.157715	265157.50879	241095.250489	288413.879883	250529.594239	356219.720703	8	118403.295898	78180.93689	71797.275147	86565.084473	87205.785034	123566.76123	71608.524292	116457.562988	74647.956666	95522.817871
3465	1	sp|Q99M87|DNJA3_MOUSE	 	 	 	 	16.0	480	52443	DnaJ homolog subfamily A member 3, mitochondrial OS=Mus musculus GN=Dnaja3 PE=1 SV=1	13	13	1.000	5	3	3	2	5	3	3	2	5.000	3.000	3.000	2.000	5	12190.569825	14151.756592	11912.352173	13401.631836	12869.810303	18085.527833	20503.894042	13388.42273	16708.153809	10771.14624	3	11135.033691	9143.16626	9812.034057	11197.228272	8101.782958	8158.428223	6937.139892	12174.027832	6587.439453	6564.632691	3	10767.798828	10270.785156	10320.72168	9497.529297	8365.333984	9141.80957	6686.717773	4448.18457	7093.554688	7897.855469	2	8185.196411	6907.175537	11250.874268	7476.260132	8825.910279	9919.933227	9325.157714	9589.618408	11666.200196	6793.736694
3466	1	sp|Q99MB1|TLR3_MOUSE	 	 	 	 	3.2	905	103670	Toll-like receptor 3 OS=Mus musculus GN=Tlr3 PE=1 SV=2	5	5	1.000	1	1	2	1	1	1	2	1	1.000	1.000	2.000	1.000	1	908.4328	50.0	1349.038086	820.674866	852.495178	50.0	492.963074	895.225525	893.884827	881.426453	1	2358.194092	2267.225586	1609.810059	2463.644043	1103.968384	2057.43457	1844.334351	2148.154053	1927.93335	2356.136475	2	3863.900696	2728.882019	3982.067993	3393.677002	3330.159179	4203.631592	3252.333496	2254.162537	2768.225342	2436.908692	1	931.760742	1107.250122	1500.651978	821.989807	1113.283936	1023.555054	1068.691895	1800.282837	385.54483	830.910339
3467	1	sp|Q99MD6|TRXR3_MOUSE	 	 	 	 	13.7	652	71318	Thioredoxin reductase 3 OS=Mus musculus GN=Txnrd3 PE=1 SV=3	12	12	1.000	3	1	6	2	3	1	6	2	3.000	1.000	6.000	2.000	3	40467.098877	61577.113526	46665.0625	157124.358887	67121.123535	63236.885132	65099.986328	65016.037353	61312.914062	89824.539062	1	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	6	77726.210449	72803.155396	58861.846191	52248.302124	56929.491088	71378.913453	54631.201539	55669.551024	68113.000855	64081.37793	2	41954.945313	28199.126465	26769.338867	31205.603516	37340.813477	31539.914062	24996.773925	33403.973633	18817.323242	35291.523925
3468	1	sp|Q99MD9|NASP_MOUSE	 	 	 	 	28.8	773	83953	Nuclear autoantigenic sperm protein OS=Mus musculus GN=Nasp PE=1 SV=2	35	35	1.000	13	7	7	8	13	7	7	8	13.000	7.000	7.000	8.000	13	138834.085143	154772.179443	158758.85199	832033.010253	316270.064698	203460.352783	139417.262084	168209.98883	127728.177369	143400.81836	7	120989.46875	86232.621093	150336.595703	140561.487793	119983.723145	92544.240477	91686.974364	138192.561523	115658.96338	102478.432128	7	327666.13623	201749.516725	271571.90979	209091.782715	249461.095214	214778.203003	214100.992308	210667.548706	286466.109131	278795.038329	8	154675.232422	171996.435059	172804.096193	150744.042969	305146.799072	167336.381838	166690.279541	185933.162841	141469.985474	160864.90625
3469	1	sp|Q99MI1|RB6I2_MOUSE	 	 	 	 	21.2	1120	128329	ELKS/Rab6-interacting/CAST family member 1 OS=Mus musculus GN=Erc1 PE=1 SV=1	55	55	1.000	19	9	18	9	19	9	18	9	19.000	9.000	18.000	9.000	19	280888.945677	371082.824707	341863.604249	253315.07007	289233.4906	286703.062255	321286.498779	282435.53882	310485.188234	281959.682129	9	108967.178222	84035.330567	108668.133301	97322.026244	89897.333435	97969.050292	60130.157715	84822.396973	111924.082093	96143.186769	18	208534.001954	211908.795899	187468.930787	196005.323242	202502.469605	249223.265382	176255.195922	186597.310669	192213.660154	240003.007567	9	85914.140137	65048.583497	73550.718752	61450.263794	65760.08081	80537.886718	60159.314576	80234.87561	66407.104369	74781.800537
3470	1	sp|Q99MK8|ARBK1_MOUSE	 	 	 	 	17.3	689	79638	Beta-adrenergic receptor kinase 1 OS=Mus musculus GN=Grk2 PE=1 SV=2	21	21	1.000	3	3	6	9	3	3	6	9	3.000	3.000	6.000	9.000	3	72226.994629	108411.306396	116570.791992	187204.439087	159670.392334	164716.382446	153235.773926	171849.726807	144776.924561	284222.6604	3	26576.90918	16013.628418	22783.904296	31207.279297	15425.835449	16908.918945	14427.651367	18415.100586	18767.528321	26134.3125	6	161415.697631	134534.73703	89888.915467	219283.775757	114569.801513	129682.664918	96017.884613	186028.142822	133417.141663	260706.911987	9	73072.320129	62309.849425	69320.206665	73976.326844	61695.912994	74811.690003	61816.045716	89962.117065	62849.748351	91685.741088
3471	1	sp|Q99MN1|SYK_MOUSE	 	 	 	 	34.5	595	67839	Lysine--tRNA ligase OS=Mus musculus GN=Kars PE=1 SV=1	60	60	1.000	16	12	18	14	16	12	18	14	16.000	12.000	18.000	14.000	16	749970.679779	697459.93164	841041.881592	799120.877382	705936.315461	705019.859863	656891.644411	658739.927246	654805.908202	620052.675291	12	809559.900574	795820.179687	779305.616944	816966.438109	641865.465332	785043.812744	324683.930176	759183.008149	774971.295104	792037.013063	18	724021.25586	639060.137697	689635.826414	638472.073334	793208.491821	676785.07483	608525.457884	555956.197387	661802.686403	707168.463015	14	1025032.40332	763369.853027	813049.96631	745609.256593	809361.940186	951162.613526	727543.830566	1050531.73437	858454.138672	841990.584474
3472	1	sp|Q99MN9|PCCB_MOUSE	 	 	 	 	56.0	541	58408	Propionyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus GN=Pccb PE=1 SV=2	172	172	1.000	43	44	38	47	43	44	38	47	43.000	44.000	38.000	47.000	43	1917786.55945	2171467.42432	1362302.55286	1550985.40442	1728755.22681	1569239.70569	1669989.5177	1553405.39673	1762154.27259	1163693.91797	44	1903005.32892	1152206.47351	1561748.52191	1381166.68369	1333272.88787	1604628.83527	1585474.98023	1161355.89148	1320476.12573	1196606.30707	38	1608066.28962	1357583.57056	1206303.03442	2007715.34021	1021109.13446	1941197.06201	1373828.09003	1183075.81324	1373851.94043	1496543.56372	47	1700536.80054	1169672.96466	1279344.39539	1084409.67072	1231173.69336	1435953.66284	1164755.74195	1053817.48987	1243644.5166	1264304.02588
3473	1	sp|Q99MP8|BRAP_MOUSE	 	 	 	 	9.3	591	66990	BRCA1-associated protein OS=Mus musculus GN=Brap PE=1 SV=1	7	7	1.000	2	1	2	2	2	1	2	2	2.000	1.000	2.000	2.000	2	7440.062744	4729.212281	6185.87622	4764.841553	5077.766114	4714.333008	3976.48584	3799.591187	3794.847778	3136.434754	1	28865.519531	31095.591797	31777.568359	31010.791016	25596.791016	45241.585938	24071.417969	38728.746094	30562.021484	33467.96875	2	7111.636719	5771.608398	6514.318359	8928.140625	7108.686035	8343.854492	6322.810547	7140.031738	6526.949219	11278.1875	2	8660.626953	5046.23584	4284.907227	5079.667969	5274.248047	7587.953125	5160.651367	4979.613281	4511.921875	6047.439941
3474	1	sp|Q99MQ4|ASPN_MOUSE	 	 	 	 	15.8	373	42572	Asporin OS=Mus musculus GN=Aspn PE=1 SV=1	14	14	1.000	3	4	3	4	3	4	3	4	3.000	4.000	3.000	4.000	3	82560.52002	220934.922852	46036.891601	93136.286377	62919.298828	116476.054199	130714.111084	115096.358886	196099.234863	75681.135743	4	95793.158202	182210.608399	132881.37207	183660.8125	99043.288086	100526.071288	153738.430664	93155.695802	105734.891114	51428.110352	3	111021.341797	197940.726563	61434.433593	55528.588867	76722.319335	143015.270507	92973.797852	37647.642578	87688.603515	56123.427246	4	94860.802735	104238.524413	203708.947266	87475.390624	85252.697267	73577.478516	106586.082032	101759.17285	142599.158203	77770.159669
3475	1	sp|Q99MR6|SRRT_MOUSE	 	 	 	 	13.8	875	100451	Serrate RNA effector molecule homolog OS=Mus musculus GN=Srrt PE=1 SV=1	22	22	1.000	5	5	9	3	5	5	9	3	5.000	5.000	9.000	3.000	5	39651.969604	58160.300538	65456.107636	55279.281372	49986.324219	54193.495789	72205.153809	54025.518188	62644.596313	50318.051331	5	32824.13199	28974.71991	38662.177124	39308.3927	39463.506409	48003.545471	24156.223388	35028.162353	41020.608764	36690.407836	9	149841.693602	125376.802979	158269.745849	102582.666626	178510.759276	125959.827637	111695.648438	95645.518066	131519.503173	121684.427001	3	19816.998291	20135.364136	26946.87561	23476.319153	21916.800324	24018.969727	19884.811768	30817.464111	24881.497924	21565.083374
3476	1	sp|Q99MR8|MCCA_MOUSE	 	 	 	 	48.5	717	79343	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Mus musculus GN=Mccc1 PE=1 SV=2	152	152	1.000	37	38	39	38	37	38	39	38	37.000	38.000	39.000	38.000	37	1037460.10266	2279834.59766	1073813.28149	1331942.42828	1179753.48828	1358927.93451	1478954.81622	1376154.61871	1661600.97388	807024.289618	38	1515275.86145	1507953.70239	1348305.83863	1477909.50324	1106279.03784	1579951.79443	1328177.30212	935364.284305	1063273.42151	938258.241577	39	1653201.67359	1615777.48138	1132259.62073	1684139.44043	1044936.97314	2299100.44165	1255923.86157	1089386.19199	1499472.30811	1369067.8562	38	1277010.20343	1132752.64892	1549310.26098	917420.606049	971428.601957	1171546.58841	1095431.03943	935076.898744	1631090.06677	1249221.94995
3477	1	sp|Q99MS7|EH1L1_MOUSE	 	 	 	 	16.8	1716	184832	EH domain-binding protein 1-like protein 1 OS=Mus musculus GN=Ehbp1l1 PE=1 SV=1	40	40	1.000	10	8	12	10	10	8	12	10	10.000	8.000	12.000	10.000	10	102311.064454	70015.815063	99424.807374	65547.60376	73991.7583	79749.306031	72504.733643	74836.146241	82915.390381	57233.824462	8	110558.402344	73812.072997	115508.146486	100361.377441	84536.502441	121289.698121	76578.515627	78815.245117	87322.122314	100038.689209	12	75029.041747	63902.662233	81096.784423	70055.651612	112005.191894	62126.303953	61185.590333	65261.457336	72785.553222	93031.990968	10	84033.055175	64287.888183	68265.410157	82545.506347	72802.487061	88772.472413	64051.643066	137728.071288	61960.95288	67008.988526
3478	1	sp|Q99MZ7|PECR_MOUSE	 	 	 	 	25.1	303	32410	Peroxisomal trans-2-enoyl-CoA reductase OS=Mus musculus GN=Pecr PE=1 SV=1	22	22	1.000	8	6	4	4	8	6	4	4	8.000	6.000	4.000	4.000	8	677959.733581	226479.325317	227789.622069	454882.197571	571239.139159	354457.122681	481674.334718	336553.119873	187987.193481	131954.26294	6	211536.126588	256693.200195	262237.565001	255245.780456	196371.595703	351761.136597	139862.683105	200313.533752	259471.131347	209996.490113	4	198367.499512	186007.044923	150917.233398	211098.296876	156790.490722	268961.716797	145039.822753	144963.509766	175371.184571	126765.771973	4	166047.468262	122261.907226	140707.847169	107329.344971	124625.782716	110379.412109	121728.978027	128387.082031	175075.458008	128433.063965
3479	1	sp|Q99N69|LPXN_MOUSE	 	 	 	 	11.1	386	43478	Leupaxin OS=Mus musculus GN=Lpxn PE=1 SV=2	6	6	1.000	0	2	2	2	0	2	2	2	0.000	2.000	2.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	21822.970215	11357.242188	18442.776367	31353.357422	15515.442871	13424.374512	21678.453125	14198.057373	13440.781739	22304.291993	2	81819.319336	45981.697266	86724.766602	54464.614747	214197.085938	51562.823242	58635.264648	83855.994141	70017.300781	125888.605469	2	11696.777832	11634.901855	14787.125977	11671.397949	11798.262695	10795.764649	11788.046386	14904.570801	8696.669189	12017.920899
3480	1	sp|Q99N87|RT05_MOUSE	 	 	 	 	5.3	432	48206	28S ribosomal protein S5, mitochondrial OS=Mus musculus GN=Mrps5 PE=1 SV=1	7	7	1.000	3	1	2	1	3	1	2	1	3.000	1.000	2.000	1.000	3	24438.608887	21245.536133	23992.834473	18602.207031	17795.698243	22334.694336	23787.795898	18486.176758	21457.645019	18273.302246	1	8757.078125	5455.086914	6580.292969	6347.869629	5938.135254	6055.897949	4717.624512	6101.280762	6780.423828	4495.8125	2	24098.652344	24625.77539	27552.088867	22058.076172	23772.41211	27516.713867	15323.642578	15895.491699	20788.916016	19995.323242	1	8986.59082	7001.760254	7000.424316	6183.918945	8382.042969	9083.779297	4219.811035	8351.949219	6976.570801	8067.963379
3481	1	sp|Q99N96|RM01_MOUSE	 	 	 	 	14.0	336	37596	39S ribosomal protein L1, mitochondrial OS=Mus musculus GN=Mrpl1 PE=1 SV=2	8	8	1.000	2	3	1	2	2	3	1	2	2.000	3.000	1.000	2.000	2	20968.675293	39871.779785	21500.267089	17554.438476	24238.287354	23527.520996	26102.85376	25188.48706	32739.367676	12947.296631	3	29263.856444	24210.790283	25645.918701	26423.375488	23613.359863	26951.367187	17077.246093	36326.857423	23244.582276	20548.772949	1	3829.200928	4726.055664	6122.80127	3780.658691	3504.259277	4845.353027	2728.696777	3158.659668	4342.272949	4189.352051	2	3825.400025	3595.804688	5424.661377	4304.658814	4735.984131	3641.664673	3912.464844	3919.244507	3990.125855	4036.623169
3482	1	sp|Q99NB1|ACS2L_MOUSE	 	 	 	 	10.7	682	74622	Acetyl-coenzyme A synthetase 2-like, mitochondrial OS=Mus musculus GN=Acss1 PE=1 SV=1	12	12	1.000	3	2	3	4	3	2	3	4	3.000	2.000	3.000	4.000	3	31742.305665	27109.555664	25293.090088	39782.54834	33002.370605	27958.841552	30487.127442	27796.733887	31293.401123	28104.913086	2	19654.0943	22868.211426	23213.854736	23901.27771	18513.270141	25395.852417	18394.642823	23396.984863	20335.313843	19084.386963	3	13977.985107	11018.753662	13097.891114	9022.190063	9259.995728	13973.318115	8607.192749	9948.894043	10542.304199	10722.470886	4	44245.700684	38468.867432	40576.581787	33936.204712	45636.318849	43275.217773	36800.542969	45104.728759	43317.958984	39045.14502
3483	1	sp|Q99NB8|UBQL4_MOUSE	 	 	sp|Q8R317|UBQL1_MOUSE, sp|Q99NB8|UBQL4_MOUSE, sp|Q9QZM0|UBQL2_MOUSE	 	13.9	596	63505	Ubiquilin-4 OS=Mus musculus GN=Ubqln4 PE=1 SV=1	21	7	0.333	9	6	3	3	4	1	1	1	4.800	1.227	1.091	1.091	4	14837.679932	8502.40857	15687.305176	12535.025391	12409.531495	10597.09497	9364.877442	13165.835937	8403.970947	12373.672852	1	6647.674316	3948.839844	5679.019043	5437.224121	6089.091309	3628.661377	6905.297363	7156.883789	4969.056641	7672.722168	1	2139.333984	1638.151733	4160.143066	1841.691528	3949.42041	2126.989258	2988.970215	2036.652466	2038.113403	2268.573486	1	1471.559326	1088.193359	1881.952637	1552.348267	50.0	1639.480103	882.290222	841.084412	1629.726074	963.39978
3484	1	sp|Q99NB9|SF3B1_MOUSE	 	 	 	 	10.1	1304	145815	Splicing factor 3B subunit 1 OS=Mus musculus GN=Sf3b1 PE=1 SV=1	20	20	1.000	7	5	4	4	7	5	4	4	7.000	5.000	4.000	4.000	7	50330.453369	90207.668701	93622.850097	83448.30127	70458.903321	71885.654785	80042.692626	71225.778076	69419.875733	55851.653321	5	26661.522827	22830.219239	21663.852539	47369.884888	17947.645142	24470.355713	11029.44928	32982.940552	9780.878113	22252.267212	4	18429.524047	23365.512451	20072.508057	8929.698242	18286.488769	17850.5896	16895.932984	25146.504029	20564.29419	11888.616455	4	19933.779053	26093.267455	37761.910645	29013.163208	31841.946899	23959.017578	26427.669312	39825.582153	32722.19873	32246.579224
